arxiv_id,title,abstract,authors,published,updated,primary_category,all_categories,comments,journal_ref,doi,abstract_url,pdf_url,collection_query,collection_year
2301.02227,Optimal lower bounds for Quantum Learning via Information Theory,"Although a concept class may be learnt more efficiently using quantum samples as compared with classical samples in certain scenarios, Arunachalam and de Wolf (JMLR, 2018) proved that quantum learners are asymptotically no more efficient than classical ones in the quantum PAC and Agnostic learning models. They established lower bounds on sample complexity via quantum state identification and Fourier analysis. In this paper, we derive optimal lower bounds for quantum sample complexity in both the PAC and agnostic models via an information-theoretic approach. The proofs are arguably simpler, and the same ideas can potentially be used to derive optimal bounds for other problems in quantum learning theory. We then turn to a quantum analogue of the Coupon Collector problem, a classic problem from probability theory also of importance in the study of PAC learning. Arunachalam, Belovs, Childs, Kothari, Rosmanis, and de Wolf (TQC, 2020) characterized the quantum sample complexity of this problem up to constant factors. First, we show that the information-theoretic approach mentioned above provably does not yield the optimal lower bound. As a by-product, we get a natural ensemble of pure states in arbitrarily high dimensions which are not easily (simultaneously) distinguishable, while the ensemble has close to maximal Holevo information. Second, we discover that the information-theoretic approach yields an asymptotically optimal bound for an approximation variant of the problem. Finally, we derive a sharper lower bound for the Quantum Coupon Collector problem, via the generalized Holevo-Curlander bounds on the distinguishability of an ensemble. All the aspects of the Quantum Coupon Collector problem we study rest on properties of the spectrum of the associated Gram matrix, which may be of independent interest.","[""Shima Bab Hadiashar"", ""Ashwin Nayak"", ""Pulkit Sinha""]",2023-01-05T18:55:04+00:00,2024-02-27T23:20:19+00:00,quant-ph,"[""quant-ph"", ""cs.CC"", ""cs.IT"", ""cs.LG""]",v3: 40 pages; Added references; edited extensively; simplified the proof of Theorem 3.2; results unchanged. A preliminary version of the results in Section 3 was included in the S.B.H.'s PhD thesis at University of Waterloo (Dec. 2020). An extended abstract of the results in Section 4 was included in the P.S.' bachelor's project report at Indian Institute of Science (Apr. 2022),"IEEE Transactions on Information Theory, vol. 70, no. 3, pp. 1876-1896, March 2024",10.1109/TIT.2023.3324527,http://arxiv.org/abs/2301.02227v3,https://arxiv.org/pdf/2301.02227v3,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02237,Observation of Anomalous Decay of a Polarized Three-Component Fermi Gas,"Systems of fermions with multiple internal states, such as quarks in quantum chromodynamics and nucleons in nuclear matter, are at the heart of some of the most complex quantum many-body problems. The stability of such many-body multi-component systems is crucial to understanding, for instance, baryon formation and the structure of nuclei, but these fermionic problems are typically very challenging to tackle theoretically. Versatile experimental platforms on which to study analogous problems are thus sought after. Here, we report the creation of a uniform gas of three-component fermions. We characterize the decay of this system across a range of interaction strengths and observe nontrivial competition between two- and three-body loss processes. We observe anomalous decay of the polarized (i.e. spin-population imbalanced) gas, in which the loss rates of each component unexpectedly differ. We introduce a generalized three-body rate equation which captures the decay dynamics, but the underlying microscopic mechanism is unknown.","[""Grant L. Schumacher"", ""Jere T. Mäkinen"", ""Yunpeng Ji"", ""Gabriel G. T. Assumpção"", ""Jianyi Chen"", ""Songtao Huang"", ""Franklin J. Vivanco"", ""Nir Navon""]",2023-01-05T18:59:32+00:00,2023-01-05T18:59:32+00:00,cond-mat.quant-gas,"[""cond-mat.quant-gas"", ""cond-mat.stat-mech"", ""physics.atom-ph"", ""quant-ph""]","Main Text: 6 pages, 4 figures, 56 references. Supplementary Material: 8 pages, 8 figures, 8 references","Nat. Comm. 17, 174 (2026)",10.1038/s41467-025-65183-3,http://arxiv.org/abs/2301.02237v1,https://arxiv.org/pdf/2301.02237v1,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02247,Quantum Metric Unveils Defect Freezing in Non-Hermitian Systems,"Non-Hermiticity in quantum Hamiltonians leads to nonunitary time evolution and possibly complex energy eigenvalues, which can lead to a rich phenomenology with no Hermitian counterpart. In this work, we study the dynamics of an exactly solvable non-Hermitian system, hosting both $\mathcal{PT}$-symmetric and $\mathcal{PT}$-broken modes subject to a linear quench. Employing a fully consistent framework, in which the Hilbert space is endowed with a nontrivial dynamical metric, we analyze the dynamics of the generated defects. In contrast to Hermitian systems, our study reveals that PT -broken time evolution leads to defect freezing and hence the violation of adiabaticity. This physics necessitates the so-called metric framework, as it is missed by the oft used approach of normalizing quantities by the time-dependent norm of the state. Our results are relevant for a wide class of experimental systems.","[""Karin Sim"", ""Nicolò Defenu"", ""Paolo Molignini"", ""R. Chitra""]",2023-01-05T19:00:00+00:00,2023-10-24T14:05:47+00:00,quant-ph,"[""quant-ph"", ""cond-mat.str-el""]",Main text: 7 pages and 3 figures,"Phys. Rev. Lett. 131, 156501 (2023)",10.1103/PhysRevLett.131.156501,http://arxiv.org/abs/2301.02247v3,https://arxiv.org/pdf/2301.02247v3,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02269,Taming the Rotating Wave Approximation,"The interaction between light and matter is one of the oldest research areas of quantum mechanics, and a field that just keeps on delivering new insights and applications. With the arrival of cavity and circuit quantum electrodynamics we can now achieve strong light-matter couplings which form the basis of most implementations of quantum technology. But quantum information processing also has high demands requiring total error rates of fractions of percentage in order to be scalable (fault-tolerant) to useful applications. Since errors can also arise from modelling, this has brought into center stage one of the key approximations of quantum theory, the Rotating Wave Approximation (RWA) of the quantum Rabi model, leading to the Jaynes-Cummings Hamiltonian. While the RWA is often very good and incredibly useful to understand light-matter interactions, there is also growing experimental evidence of regimes where it is a bad approximation. Here, we ask and answer a harder question: for which experimental parameters is the RWA, although perhaps qualitatively adequate, already not good enough to match the demands of scalable quantum technology? For example, when is the error at least, and when at most, 1%? To answer this, we develop rigorous non-perturbative bounds taming the RWA. We find that these bounds not only depend, as expected, on the ratio of the coupling strength and the oscillator frequency, but also on the average number of photons in the initial state. This confirms recent experiments on photon-dressed Bloch-Siegert shifts. We argue that with experiments reporting controllable cavity states with hundreds of photons and with quantum error correcting codes exploring more and more of Fock space, this state-dependency of the RWA is increasingly relevant for the field of quantum computation, and our results pave the way towards a better understanding of those experiments.","[""Daniel Burgarth"", ""Paolo Facchi"", ""Robin Hillier"", ""Marilena Ligabò""]",2023-01-05T19:02:24+00:00,2024-02-14T06:58:12+00:00,quant-ph,"[""quant-ph"", ""math-ph""]","16 pages, 2 figures","Quantum 8, 1262 (2024)",10.22331/q-2024-02-21-1262,http://arxiv.org/abs/2301.02269v2,https://arxiv.org/pdf/2301.02269v2,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02287,Information locking and its resource efficient extraction,"Locally indistinguishable states are useful to distribute information among spatially separated parties such that the information is locked. This implies that the parties are not able to extract the information completely via local operations and classical communication (LOCC) while it might be possible via LOCC when the parties share entanglement. In this work, we consider an information distribution protocol using orthogonal states for m >= 3 spatially separated parties such that even if any k <= (m-1) parties collaborate still the information cannot be revealed completely. Such a protocol is useful to understand up to what extent the encoded information remains locked. However, if required, the parties can share entanglement and extract the information completely by LOCC. To make the process resource efficient, it should consume less number of entangled states. We show that though the set of states, which are locally indistinguishable across every bipartition, are sufficient for the above protocol, they may consume higher number of entangled states when aiming for complete information extraction. We establish this by constructing a class of locally indistinguishable sets of orthogonal states which can be employed to accomplish the above protocol and these sets consume less number of entangled states, compared to the former sets, for complete information extraction. In fact, this difference in the number of required entangled states for complete information extraction grows linearly with the number of parties. This study sheds light on suitable use of local indistinguishability property of quantum states as resource and thus, we demonstrate an efficient way of information distribution.","[""Suchetana Goswami"", ""Saronath Halder""]",2023-01-05T20:43:11+00:00,2023-07-11T13:24:59+00:00,quant-ph,"[""quant-ph""]",The title is changed,"Phys. Rev. A 108, 012405 (2023)",10.1103/PhysRevA.108.012405,http://arxiv.org/abs/2301.02287v3,https://arxiv.org/pdf/2301.02287v3,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02326,Entanglement Rényi Entropies from Ballistic Fluctuation Theory: the free fermionic case,"The large-scale behaviour of entanglement entropy in finite-density states, in and out of equilibrium, can be understood using the physical picture of particle pairs. However, the full theoretical origin of this picture is not fully established yet. In this work, we clarify this picture by investigating entanglement entropy using its connection with the large-deviation theory for thermodynamic and hydrodynamic fluctuations. We apply the universal framework of Ballistic Fluctuation Theory (BFT), based the Euler hydrodynamics of the model, to correlation functions of \emph{branch-point twist fields}, the starting point for computing Rényi entanglement entropies within the replica approach. Focusing on free fermionic systems in order to illustrate the ideas, we show that both the equilibrium behavior and the dynamics of Rényi entanglement entropies can be fully derived from the BFT. In particular, we emphasise that long-range correlations develop after quantum quenches, and accounting for these explain the structure of the entanglement growth. We further show that this growth is related to fluctuations of charge transport, generalising to quantum quenches the relation between charge fluctuations and entanglement observed earlier. The general ideas we introduce suggest that the large-scale behaviour of entanglement has its origin within hydrodynamic fluctuations.","[""Giuseppe Del Vecchio Del Vecchio"", ""Benjamin Doyon"", ""Paola Ruggiero""]",2023-01-05T23:09:48+00:00,2023-06-29T16:56:09+00:00,quant-ph,"[""quant-ph"", ""cond-mat.stat-mech""]","53 pages, 2 figures","SciPost Phys. Core 7, 005 (2024)",10.21468/SciPostPhysCore.7.1.005,http://arxiv.org/abs/2301.02326v2,https://arxiv.org/pdf/2301.02326v2,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02356,Graphical quantum Clifford-encoder compilers from the ZX calculus,"We present a quantum compilation algorithm that maps Clifford encoders, encoding maps for stabilizer quantum codes, to a unique graphical representation in the ZX calculus. Specifically, we develop a canonical form in the ZX calculus and prove canonicity as well as efficient reducibility of any Clifford encoder into the canonical form. The diagrams produced by our compiler visualize information propagation and entanglement structure of the encoder, revealing properties that may be obscured in the circuit or stabilizer-tableau representation. Consequently, our canonical representation may be an informative technique for the design of new stabilizer quantum codes via graph theory analysis.","[""Andrey Boris Khesin"", ""Jonathan Z. Lu"", ""Peter W. Shor""]",2023-01-06T01:41:06+00:00,2025-02-08T18:17:58+00:00,quant-ph,"[""quant-ph""]",This paper is subsumed by arXiv:2411.14448,,,http://arxiv.org/abs/2301.02356v3,https://arxiv.org/pdf/2301.02356v3,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02387,Efficient simulation of multielectron dynamics in molecules under intense laser pulses: Implementation of the multiconfiguration time-dependent Hartree-Fock method based on the adaptive finite element method,"We present an implementation of the multiconfiguration time-dependent Hartree-Fock method based on the adaptive finite element method for molecules under intense laser pulses. For efficient simulations, orbital functions are propagated by a stable propagator using the short iterative Arnoldi scheme and our implementation is parallelized for distributed memory computing. This is demonstrated by simulating high-harmonic generation from a water molecule and achieves a simulation of multielectron dynamics with overwhelmingly less computational time, compared to our previous work.","[""Yuki Orimo"", ""Takeshi Sato"", ""Kenichi L. Ishikawa""]",2023-01-06T05:41:19+00:00,2023-01-06T05:41:19+00:00,quant-ph,"[""quant-ph"", ""physics.atom-ph""]",,,,http://arxiv.org/abs/2301.02387v1,https://arxiv.org/pdf/2301.02387v1,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.10727,Contra Bellum: Bell's theorem as a confusion of languages,"Bell's theorem is a conflict of mathematical predictions formulated within an infinite hierarchy of mathematical models. Inequalities formulated at level $k\in\mathbb{Z}$, are violated by probabilities at level $k+1$. We are inclined to think that $k=0$ corresponds to the the classical world, while the quantum one is $k=1$. However, as the $k=0$ inequalities are violated by $k=1$ probabilities, the same relation holds between $k=1$ inequalities violated by $k=2$ probabilities, $k=-1$ inequalities, violated by $k=0$ probabilities, and so forth. Accepting the logic of the Bell theorem, can we prove by induction that nothing exists?","[""Marek Czachor""]",2023-01-06T07:51:44+00:00,2023-01-06T07:51:44+00:00,physics.gen-ph,"[""physics.gen-ph"", ""quant-ph""]",,"Acta Phys. Pol. A 143, S158 (2023)",10.12693/APhysPolA.143.S158,http://arxiv.org/abs/2301.10727v1,https://arxiv.org/pdf/2301.10727v1,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02664,Lindbladian-Induced Alignment in Quantum Measurements,"An expression of the Lindbladian form is proposed that ensures an unambiguous time-continuous reduction of the initial system-pointer wave-packet to one in which the readings and the observable's values are aligned, formalized as the transition from an outer product to an inner product of the system's and apparatus' density matrices. The jump operators are in the basis of the observables, with uniquely determined parameters derived from the measurement set-up (thereby differing from S. Weinberg's Lindbladian resolution of wave-packet formalism) and conforming to Born's probability rules. The novelty lies in formalising the adaptability of the surroundings (including the measuring device) to the mode of observation. Accordingly, the transition is of finite duration (in contrast to its instantaneousness in the von Neumann's formulation). This duration is estimated for a simple half-spin-like model.","[""Robert Englman"", ""Asher Yahalom""]",2023-01-06T09:46:57+00:00,2023-01-06T09:46:57+00:00,quant-ph,"[""quant-ph""]","13 pages, 2 figures","Found Phys 53, 19 (2023)",10.1007/s10701-022-00659-6,http://arxiv.org/abs/2301.02664v1,https://arxiv.org/pdf/2301.02664v1,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02441,Theory of Edge Effects and Conductance for Applications in Graphene-based Nanoantennas,"In this paper, we develop a theory of edge effects in graphene for its applications to nanoantennas in the terahertz, infrared, and visible frequency ranges. Its characteristic feature is selfconsistence reached due the formulation in terms of dynamical conductance instead of ordinary used surface conductivity. The physical model of edge effects is based on using the concept of Dirac fermions. The surface conductance is considered as a general susceptibility and is calculated via the Kubo approach. In contrast with earlier models, the surface conductance becomes nonhomogeneous and nonlocal. The spatial behavior of the surface conductance depends on the length of the sheet and the electrochemical potential. Results of numerical simulations are presented for lengths in the range of 2.1-800 nm and electrochemical potentials ranging between 0.1-1.0 eV. It is shown that if the length exceeded 800 nm, our model agrees with the classical Drude conductivity model with a relatively high degree of accuracy. For rather short lengths, the conductance usually exhibits spatial oscillations, which absent in conductivity and strongly affect the properties of graphene based antennas. The period and amplitude of such spatial oscillations, strongly depend on the electrochemical potential. The new theory opens the way for realizing electrically controlled nanoantennas by changing the electrochemical potential may of the gate voltage. The obtained results may be applicable for the design of carbon based nanodevices in modern quantum technologies.","[""Tomer Berghaus"", ""Touvia Miloh"", ""Oded Gottlieb"", ""Gregory Slepyan""]",2023-01-06T10:00:36+00:00,2023-05-25T17:47:56+00:00,cond-mat.mes-hall,"[""cond-mat.mes-hall"", ""quant-ph""]","24 pages, 8 figures; typos corrected",,,http://arxiv.org/abs/2301.02441v3,https://arxiv.org/pdf/2301.02441v3,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02454,Optimizing the generation of polarization squeezed light in nonlinear optical fibers driven by femtosecond pulses,"Bright squeezed light can be generated in optical fibers utilizing the Kerr effect for ultrashort laser pulses. However, pulse propagation in a fiber is subject to nonconservative effects that deteriorate the squeezing. Here, we analyze two-mode polarization squeezing, which is SU(2)-invariant, robust against technical perturbations, and can be generated in a polarization-maintaining fiber. We perform a rigorous numerical optimization of the process and the pulse parameters using our advanced model of quantum pulse evolution in the fiber that includes various nonconservative effects and real fiber data. Numerical results are consistent with experimental results.","[""A. V. Andrianov"", ""N. A. Kalinin"", ""A. A. Sorokin"", ""E. A. Anashkina"", ""L. L. Sanchez-Soto"", ""J. F. Corney"", ""G. Leuchs""]",2023-01-06T10:35:52+00:00,2023-01-06T10:35:52+00:00,quant-ph,"[""quant-ph"", ""physics.optics""]","9 pages, 3 figures","Optics Express 31, 765-773 (2023)",10.1364/OE.481195,http://arxiv.org/abs/2301.02454v1,https://arxiv.org/pdf/2301.02454v1,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02455,Null energy condition violation: Tunnelling versus the Casimir effect,"We show that tunnelling between two degenerate minima, as allowed in a finite volume, leads to a non-extensive symmetric ground state. This results in Null Energy Condition violation for sufficiently low temperatures, when a continuous set of momenta in the box containing the field is assumed. Taking into account discrete momenta can modify this picture and is achieved via the addition of the Casimir energy to the tunnelling-induced ground state energy. Focusing on zero-temperature, these non-trivial effects are found to compete, depending on the typical length scales involved.","[""Jean Alexandre"", ""Drew Backhouse""]",2023-01-06T10:39:56+00:00,2023-05-17T11:29:33+00:00,hep-th,"[""hep-th"", ""hep-ph"", ""quant-ph""]","9 pages, 4 figures",,10.1103/PhysRevD.107.085022,http://arxiv.org/abs/2301.02455v2,https://arxiv.org/pdf/2301.02455v2,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02456,Relative asymptotic oscillations of the out-of-time-ordered correlator as a quantum chaos indicator,"A detailed numerical study reveals that the asymptotic values of the standard deviation-to-mean ratio of the out-of-time-ordered correlator can be successfully used as a measure of the quantum chaoticity of the system. We employ a finite-size fully connected quantum system with two degrees of freedom, namely the algebraic u(3) model, and demonstrate a clear correspondence between the relative oscillations of the correlators and the ratio of the chaotic part of the volume of phase space in the classical limit of the system. We also show how the relative oscillations scale with the system size and conjecture that the scaling exponent can also serve as a robust chaos indicator.","[""Jakub Novotný"", ""Pavel Stránský""]",2023-01-06T10:40:03+00:00,2023-05-29T08:55:48+00:00,quant-ph,"[""quant-ph""]","14 pages, 9 figures","Phys. Rev. E 107, 054220 (2023)",10.1103/PhysRevE.107.054220,http://arxiv.org/abs/2301.02456v3,https://arxiv.org/pdf/2301.02456v3,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02479,Quantum Multiple Access Wiretap Channel: On the One-Shot Achievable Secrecy Rate Regions,"In this paper, we want to investigate classical-quantum multiple access wiretap channels (CQ-MA-WTC) under one-shot setting. In this regard, we analyze the CQ-MA-WTC using simultaneous position-based decoder for reliable decoding and using a newly introduced technique in order to decode securely. Also, for the sake of comparison, we analyze the CQ-MA-WTC using Sen's one-shot joint typicality lemma for reliable decoding. The simultaneous position-based decoder tends to a multiple hypothesis testing problem. Also, using convex splitting to analyze the privacy criteria in a simultaneous scenario becomes problematic. To overcome both problems, we first introduce a new channel that can be considered as a dual to the CQ-MA-WTC. This channel is called a point-to-point quantum wiretap channel with multiple messages (PP-QWTC). In the following, as a strategy to solve the problem, we also investigate and analyze quantum broadcast channels (QBCs) under the one-shot setting.","[""Hadi Aghaee"", ""Bahareh Akhbari""]",2023-01-06T12:33:41+00:00,2023-01-06T12:33:41+00:00,cs.IT,"[""cs.IT"", ""math-ph"", ""quant-ph""]",,,,http://arxiv.org/abs/2301.02479v1,https://arxiv.org/pdf/2301.02479v1,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02500,Violation of Diagonal Non-Invasiveness: A Hallmark of Non-Classical Memory Effects,"An operational (measurement based) scheme that connects measurement invasiveness and the presence of non-classical memory effects in open quantum systems is defined. Its underlying theoretical basis relies on a non-invasive measurability of (memoryless) quantum Markovian dynamics when the corresponding observable is diagonal in the same basis as the system density matrix. In contrast, violation of this property can be related to intrinsic non-classical memory effects. Related conditions for violation of Leggett-Garg inequality due to quantum memory effects emerge from this perspective. The developed approach applies to open quantum dynamics whose time-evolution is derived from a full unitary (microscopic) description, stochastic Hamiltonian dynamics, as well as for a broad class of non-unitary system-environment models (bipartite Lindblad equations).","[""Adrián A. Budini""]",2023-01-06T13:20:42+00:00,2025-03-09T20:25:11+00:00,quant-ph,"[""quant-ph""]","12 pages, 2 figures, improved presentation","Phys. Lett. A 555, 130788 (2025)",10.1016/j.physleta.2025.130788,http://arxiv.org/abs/2301.02500v4,https://arxiv.org/pdf/2301.02500v4,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02513,Information Carried by a Single Particle in Quantum Multiple-Access Channels,"Non-classical features of quantum systems have the potential to strengthen the way we currently exchange information. In this paper, we explore this enhancement on the most basic level of single particles. To be more precise, we compare how well multi-party information can be transmitted to a single receiver using just one classical or quantum particle. Our approach is based on a multiple-access communication model in which messages can be encoded into a single particle that is coherently distributed across multiple spatial modes. Theoretically, we derive lower bounds on the accessible information in the quantum setting that strictly separate it from the classical scenario. This separation is found whenever there is more than one sender, and also when there is just a single sender who has a shared phase reference with the receiver. Experimentally, we demonstrate such quantum advantage in single-particle communication by implementing a multi-port interferometer with messages being encoded along the different trajectories. Specifically, we consider a two-sender communication protocol built by a three-port optical interferometer. In this scenario, the rate sum achievable with a classical particle is upper bounded by one bit, while we experimentally observe a rate sum of $1.0152\pm0.0034$ bits in the quantum setup.","[""Xinan Chen"", ""Yujie Zhang"", ""Andreas Winter"", ""Virginia O. Lorenz"", ""Eric Chitambar""]",2023-01-06T14:01:56+00:00,2023-01-30T08:08:17+00:00,quant-ph,"[""quant-ph""]",18+10 pages. Comments welcome,"Phys. Rev. A 109:062420, 2024",10.1103/PhysRevA.109.062420,http://arxiv.org/abs/2301.02513v2,https://arxiv.org/pdf/2301.02513v2,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02529,Experimental quantum imaging distillation with undetected light,"Imaging based on the induced coherence effect makes use of photon pairs to obtain information of an object without detecting the light that probes it. While one photon illuminates the object, only its partner is detected, so no measurement of coincidence events are needed. The sought-after object's information is revealed observing a certain interference pattern on the detected photon. Here we demonstrate experimentally that this imaging technique can be made resilient to noise. We introduce an imaging distillation approach based on the interferometric modulation of the signal of interest. We show that our scheme can generate a high-quality image of an object even against noise levels up to 250 times the actual signal of interest. We also include a detailed theoretical explanation of our findings.","[""Jorge Fuenzalida"", ""Marta Gilaberte Basset"", ""Sebastian Töpfer"", ""Juan P. Torres"", ""Markus Gräfe""]",2023-01-06T14:41:50+00:00,2023-07-18T09:29:08+00:00,quant-ph,"[""quant-ph"", ""physics.optics""]","18 pages, 6 figures, and 1 table + 11 pages, 3 figures, and 1 table","Sci. Adv. 9, eadg9573 (2023)",10.1126/sciadv.adg9573,http://arxiv.org/abs/2301.02529v2,https://arxiv.org/pdf/2301.02529v2,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02563,"Classicality with(out) decoherence: Concepts, relation to Markovianity, and a random matrix theory approach","Answers to the question how a classical world emerges from underlying quantum physics are revisited, connected and extended as follows. First, three distinct concepts are compared: decoherence in open quantum systems, consistent/decoherent histories and Kolmogorov consistency. Second, the crucial role of quantum Markovianity (defined rigorously) to connect these concepts is established. Third, using a random matrix theory model, quantum effects are shown to be exponentially suppressed in the measurement statistics of slow and coarse observables despite the presence of large amount of coherences. This is also numerically exemplified, and it highlights the potential and importance of non-integrability and chaos for the emergence of classicality.","[""Philipp Strasberg""]",2023-01-06T15:22:47+00:00,2023-07-28T08:45:20+00:00,quant-ph,"[""quant-ph"", ""cond-mat.stat-mech""]",Final version,"SciPost Phys. 15, 024 (2023)",10.21468/SciPostPhys.15.1.024,http://arxiv.org/abs/2301.02563v3,https://arxiv.org/pdf/2301.02563v3,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02592,Adaptive variational quantum minimally entangled typical thermal states for finite temperature simulations,"Scalable quantum algorithms for the simulation of quantum many-body systems in thermal equilibrium are important for predicting properties of quantum matter at finite temperatures. Here we describe and benchmark a quantum computing version of the minimally entangled typical thermal states (METTS) algorithm for which we adopt an adaptive variational approach to perform the required quantum imaginary time evolution. The algorithm, which we name AVQMETTS, dynamically generates compact and problem-specific quantum circuits, which are suitable for noisy intermediate-scale quantum (NISQ) hardware. We benchmark AVQMETTS on statevector simulators and perform thermal energy calculations of integrable and nonintegrable quantum spin models in one and two dimensions and demonstrate an approximately linear system-size scaling of the circuit complexity. We further map out the finite-temperature phase transition line of the two-dimensional transverse field Ising model. Finally, we study the impact of noise on AVQMETTS calculations using a phenomenological noise model.","[""João C. Getelina"", ""Niladri Gomes"", ""Thomas Iadecola"", ""Peter P. Orth"", ""Yong-Xin Yao""]",2023-01-06T16:40:06+00:00,2023-08-04T16:33:11+00:00,quant-ph,"[""quant-ph"", ""cond-mat.mtrl-sci"", ""cond-mat.stat-mech""]","23 pages, 6 figures","SciPost Phys. 15, 102 (2023)",10.21468/SciPostPhys.15.3.102,http://arxiv.org/abs/2301.02592v3,https://arxiv.org/pdf/2301.02592v3,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02601,SEQUENT: Towards Traceable Quantum Machine Learning using Sequential Quantum Enhanced Training,"Applying new computing paradigms like quantum computing to the field of machine learning has recently gained attention. However, as high-dimensional real-world applications are not yet feasible to be solved using purely quantum hardware, hybrid methods using both classical and quantum machine learning paradigms have been proposed. For instance, transfer learning methods have been shown to be successfully applicable to hybrid image classification tasks. Nevertheless, beneficial circuit architectures still need to be explored. Therefore, tracing the impact of the chosen circuit architecture and parameterization is crucial for the development of beneficially applicable hybrid methods. However, current methods include processes where both parts are trained concurrently, therefore not allowing for a strict separability of classical and quantum impact. Thus, those architectures might produce models that yield a superior prediction accuracy whilst employing the least possible quantum impact. To tackle this issue, we propose Sequential Quantum Enhanced Training (SEQUENT) an improved architecture and training process for the traceable application of quantum computing methods to hybrid machine learning. Furthermore, we provide formal evidence for the disadvantage of current methods and preliminary experimental results as a proof-of-concept for the applicability of SEQUENT.","[""Philipp Altmann"", ""Leo Sünkel"", ""Jonas Stein"", ""Tobias Müller"", ""Christoph Roch"", ""Claudia Linnhoff-Popien""]",2023-01-06T16:55:59+00:00,2023-04-26T15:46:23+00:00,quant-ph,"[""quant-ph"", ""cs.LG""]",Published at ICAART 2023,"Proceedings of the 15th International Conference on Agents and Artificial Intelligence - Volume 3: ICAART, 2023",10.5220/0011772400003393,http://arxiv.org/abs/2301.02601v2,https://arxiv.org/pdf/2301.02601v2,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02609,Hybrid Quantum-Classical Autoencoders for End-to-End Radio Communication,"Quantum neural networks are emerging as potential candidates to leverage noisy quantum processing units for applications. Here we introduce hybrid quantum-classical autoencoders for end-to-end radio communication. In the physical layer of classical wireless systems, we study the performance of simulated architectures for standard encoded radio signals over a noisy channel. We implement a hybrid model, where a quantum decoder in the receiver works with a classical encoder in the transmitter part. Besides learning a latent space representation of the input symbols with good robustness against signal degradation, a generalized data re-uploading scheme for the qubit-based circuits allows to meet inference-time constraints of the application.","[""Zsolt Tabi"", ""Bence Bakó"", ""Dániel T. R. Nagy"", ""Péter Vaderna"", ""Zsófia Kallus"", ""Péter Hága"", ""Zoltán Zimborás""]",2023-01-06T17:13:35+00:00,2023-01-06T17:13:35+00:00,quant-ph,"[""quant-ph"", ""eess.SP""]","6 pages, 8 figures","2022 IEEE/ACM 7th Symposium on Edge Computing (SEC), 2022, pp. 468-473",10.1109/SEC54971.2022.00071,http://arxiv.org/abs/2301.02609v1,https://arxiv.org/pdf/2301.02609v1,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
2301.02626,A hierarchical equations of motion (HEOM) analog for systems with delay: illustrated on inter-cavity photon propagation,"Over the last two decades, the hierarchical equations of motion (HEOM) of Tanimura and Kubo have become the equation of motion-based tool for numerically exact calculations of system-bath problems. The HEOM is today generalized to many cases of dissipation and transfer processes through an external bath. In spatially extended photonic systems, the propagation of photons through the bath leads to retardation/delays in the coupling of quantum emitters. Here, the idea behind the HEOM derivation is generalized to the case of photon retardation and applied to the simple example of two dielectric slabs. The derived equations provide a simple reliable framework for describing retardation and may provide an alternative to path integral treatments.","[""Robert Fuchs"", ""Marten Richter""]",2023-01-06T18:06:13+00:00,2023-05-05T21:32:05+00:00,quant-ph,"[""quant-ph"", ""cond-mat.mes-hall"", ""physics.comp-ph"", ""physics.optics""]",,"Phys. Rev. B 107, 205301 (2023)",10.1103/PhysRevB.107.205301,http://arxiv.org/abs/2301.02626v4,https://arxiv.org/pdf/2301.02626v4,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023
